id,name,product_type,start_time_utc,end_time_utc,origin_date,publication_date,online,s3_path
cb1235ca-f03f-4490-9fb2-50129dfaf497,S5P_NRTI_L2__CH4____20260415T061450_20260415T061950_44064_03_020901_20260415T065107.nc,L2__CH4___,2026-04-15T06:14:45.000000Z,2026-04-15T06:19:56.000000Z,2026-04-15T07:05:26.168000Z,2026-04-15T07:07:42.738811Z,True,/eodata/Sentinel-5P/TROPOMI/L2__CH4___/2026/04/15/S5P_NRTI_L2__CH4____20260415T061450_20260415T061950_44064_03_020901_20260415T065107.nc
92816bd5-6975-4d7a-8a9a-58f4ca243278,S5P_NRTI_L2__CH4____20260415T060950_20260415T061450_44064_03_020901_20260415T065147.nc,L2__CH4___,2026-04-15T06:09:44.000000Z,2026-04-15T06:14:56.000000Z,2026-04-15T06:56:26.156000Z,2026-04-15T06:58:12.933434Z,True,/eodata/Sentinel-5P/TROPOMI/L2__CH4___/2026/04/15/S5P_NRTI_L2__CH4____20260415T060950_20260415T061450_44064_03_020901_20260415T065147.nc
b90ee48a-62b7-46be-acd6-b747d0e77ea7,S5P_OFFL_L2__CH4____20260415T052413_20260415T070543_44064_03_020901_20260416T214601.nc,L2__CH4___,2026-04-15T05:45:48.000000Z,2026-04-15T06:44:11.000000Z,2026-04-17T02:40:00.003000Z,2026-04-17T02:41:34.039073Z,True,/eodata/Sentinel-5P/TROPOMI/L2__CH4___/2026/04/15/S5P_OFFL_L2__CH4____20260415T052413_20260415T070543_44064_03_020901_20260416T214601.nc
f45bf37d-7dad-4861-8c7c-aeab9b1bcbe0,S5P_NRTI_L2__AER_AI_20260417T071950_20260417T072450_44093_03_020901_20260417T074942.nc,L2__AER_AI,2026-04-17T07:19:44.000000Z,2026-04-17T07:24:57.000000Z,2026-04-17T07:56:57.110000Z,2026-04-17T07:59:24.012638Z,True,/eodata/Sentinel-5P/TROPOMI/L2__AER_AI/2026/04/17/S5P_NRTI_L2__AER_AI_20260417T071950_20260417T072450_44093_03_020901_20260417T074942.nc
34a02747-b014-46e1-8590-c2393d4d2e08,S5P_NRTI_L2__AER_AI_20260417T071450_20260417T071950_44093_03_020901_20260417T074936.nc,L2__AER_AI,2026-04-17T07:14:45.000000Z,2026-04-17T07:19:56.000000Z,2026-04-17T07:54:57.060000Z,2026-04-17T07:57:18.711383Z,True,/eodata/Sentinel-5P/TROPOMI/L2__AER_AI/2026/04/17/S5P_NRTI_L2__AER_AI_20260417T071450_20260417T071950_44093_03_020901_20260417T074936.nc
d89047ba-9b71-43e4-8b0c-5776eb42295e,S5P_NRTI_L2__AER_AI_20260417T053950_20260417T054450_44092_03_020901_20260417T060928.nc,L2__AER_AI,2026-04-17T05:39:44.000000Z,2026-04-17T05:44:56.000000Z,2026-04-17T06:13:58.344000Z,2026-04-17T06:16:08.870400Z,True,/eodata/Sentinel-5P/TROPOMI/L2__AER_AI/2026/04/17/S5P_NRTI_L2__AER_AI_20260417T053950_20260417T054450_44092_03_020901_20260417T060928.nc
42e51764-4fa0-4db3-a564-062d8ee5010b,S5P_NRTI_L2__AER_AI_20260417T053450_20260417T053950_44092_03_020901_20260417T060905.nc,L2__AER_AI,2026-04-17T05:34:45.000000Z,2026-04-17T05:39:56.000000Z,2026-04-17T06:11:57.769000Z,2026-04-17T06:14:05.217174Z,True,/eodata/Sentinel-5P/TROPOMI/L2__AER_AI/2026/04/17/S5P_NRTI_L2__AER_AI_20260417T053450_20260417T053950_44092_03_020901_20260417T060905.nc
8e7154c0-4a4c-4ee6-867d-8656757f116c,S5P_NRTI_L2__AER_AI_20260416T055450_20260416T055950_44078_03_020901_20260416T062700.nc,L2__AER_AI,2026-04-16T05:54:45.000000Z,2026-04-16T05:59:56.000000Z,2026-04-16T06:32:26.662000Z,2026-04-16T06:34:25.632450Z,True,/eodata/Sentinel-5P/TROPOMI/L2__AER_AI/2026/04/16/S5P_NRTI_L2__AER_AI_20260416T055450_20260416T055950_44078_03_020901_20260416T062700.nc
4a348c3c-7c8b-40b6-8dc7-c87f5588314c,S5P_NRTI_L2__AER_AI_20260416T054950_20260416T055450_44078_03_020901_20260416T062645.nc,L2__AER_AI,2026-04-16T05:49:44.000000Z,2026-04-16T05:54:56.000000Z,2026-04-16T06:30:56.679000Z,2026-04-16T06:33:50.048102Z,True,/eodata/Sentinel-5P/TROPOMI/L2__AER_AI/2026/04/16/S5P_NRTI_L2__AER_AI_20260416T054950_20260416T055450_44078_03_020901_20260416T062645.nc
4d317fb5-32d9-4015-9ef4-a5b33843e851,S5P_NRTI_L2__AER_AI_20260415T061450_20260415T061950_44064_03_020901_20260415T064537.nc,L2__AER_AI,2026-04-15T06:14:45.000000Z,2026-04-15T06:19:56.000000Z,2026-04-15T06:50:26.943000Z,2026-04-15T06:52:08.369600Z,True,/eodata/Sentinel-5P/TROPOMI/L2__AER_AI/2026/04/15/S5P_NRTI_L2__AER_AI_20260415T061450_20260415T061950_44064_03_020901_20260415T064537.nc
0808d652-1ed1-4619-88e3-a6899c3ea2b8,S5P_NRTI_L2__AER_AI_20260415T060950_20260415T061450_44064_03_020901_20260415T064618.nc,L2__AER_AI,2026-04-15T06:09:44.000000Z,2026-04-15T06:14:56.000000Z,2026-04-15T06:51:57.573000Z,2026-04-15T06:55:05.991017Z,True,/eodata/Sentinel-5P/TROPOMI/L2__AER_AI/2026/04/15/S5P_NRTI_L2__AER_AI_20260415T060950_20260415T061450_44064_03_020901_20260415T064618.nc
7e5d31a5-1680-405d-9cb4-bca366826e19,S5P_OFFL_L2__AER_AI_20260415T052413_20260415T070543_44064_03_020901_20260416T192402.nc,L2__AER_AI,2026-04-15T05:45:48.000000Z,2026-04-15T06:44:11.000000Z,2026-04-16T20:20:00.869000Z,2026-04-16T20:22:02.560114Z,True,/eodata/Sentinel-5P/TROPOMI/L2__AER_AI/2026/04/15/S5P_OFFL_L2__AER_AI_20260415T052413_20260415T070543_44064_03_020901_20260416T192402.nc
